pokemon_id,pokemon_name,gen_number,base_hp,base_attack,base_defense,base_sp_attack,base_sp_def,base_speed,description,evolution
22,Fearow,1,65,90,65,61,61,100,"Fearow is a large, mostly brown avian Pokémon with a vulturine neck and broad, powerful wings. It has a long, pointed, pink beak and a decorative red coxcomb on top of its head. Its narrow eyes have very small pupils and do not appear to have colored irises. It has shaggy feathers at the base of its neck and covering the upper portion of its wings. These feathers are cream-colored, as are the tips of its flight feathers. Its sharp-clawed talons are pink, with three toes pointing forward and one pointing backward. Fearow has been around mostly unchanged for many years, as a Pokémon resembling it has been seen on ancient murals. Its large wings and stamina allow it to fly for an entire day without landing. Its long neck and beak allow it to pluck prey from both land and water, and it has even been known to snatch food from unwary humans. It will shoot upward, and then dive down to catch prey. It will also catch tiny insects that hide underground and circle the ocean for fish. Fearow are found naturally in open habitats with warmer climates, mainly wastelands and desolate fields .",Fearow evolves from Spearow .
150,Mewtwo,1,106,110,90,154,90,130,"Mewtwo is an artificial Pokémon . It is a bipedal, humanoid Pokémon with some feline features. Its body is primarily gray with a long, purple tail and a large purple underbelly. On top of its head are two short, blunt, ear-like horns, and it has purple eyes. A tube extends from the back of its skull to the top of its spine, bypassing its neck. It has a defined chest and shoulders, which resemble a breastplate. The three digits on each hand and foot have spherical tips. Its tail is thick at the base but thins before ending in a small bulb. According to journals found in Kanto 's Pokémon Mansion , after discovering the Mythical Pokémon Mew and gathering some of its DNA, Mr. Fuji used it in his mansion to create Mewtwo, a modified clone of Mew with the goal to making it the most powerful Pokémon in existence. It was held and studied in the mansion, where it acquired extreme power and a vicious disposition after enduring horrific gene-splicing experiments. It eventually broke free and fled the mansion, destroying it in the process. In the Pokémon Adventures manga, Mewtwo 's creation wasn't possible with the amount of Mew 's cells gathered, so to complete it, human cells were used instead, specifically from the Team Rocket scientist Blaine . Due to Blaine possessing some of Mewtwo's cells as well, the two became linked, which granted Blaine to ability to track its whereabouts at the cost of slowly taking his life. Though its DNA is almost the same as Mew's, it is bigger and has a different disposition. Mewtwo is said to have the most savage heart among all Pokémon, lacking compassion and striking fear into its enemy with cold, glowing eyes. Mewtwo conserves energy by remaining motionless in order to unleash its full power in battle. Because it was engineered to be the ultimate opponent in battle, it can only think of defeating its foes. Though rarely seen in the wild, it is said to be resting in dark caves somewhere. In Mewtwo Strikes Back , Mewtwo was shown to be capable of levitation, mind control, memory erasure, telepathy , teleporting others to another location, and the creation of powerful, world-destroying storms. However, it was later shown to be caring, protective, and even altruistic. As seen in Genesect and the Legend Awakened , Mewtwo can survive in outer space. In POKÉMON Detective Pikachu , Mewtwo can transfer a human's soul into a Pokémon provided that said Pokémon is in a crazed state, causing the transferred person to gain control of its body and abilities.",
140,Kabuto,1,30,80,90,55,45,55,"Kabuto is a small arthropod Pokémon resembling a horseshoe crab . It is mostly flat with a protective, brown shell covering its body. There are two small, black eyes on top of its shell, which it uses for sight when it hides on the ocean floor. Underneath the shell is a black space that hides the structure of its main body. Only its four short, yellow legs and a second pair of luminescent red eyes are visible on its underside. In its original time, Kabuto was prominently found on beaches , likely aided by its fast and powerful swimming ability. While it is commonly believed to be extinct, isolated populations of Kabuto have been unchanged for 300 million years.",Kabuto evolves into Kabutops .
17,Pidgeotto,1,63,60,55,50,50,71,"Pidgeotto is a raptor -like avian Pokémon . It is covered with brown feathers and has a cream-colored face, underside, and flight feathers. It has a crest of pinkish-red feathers on its head and black, angular markings behind its black eyes. The plumage of its tail has alternating red and yellow feathers with ragged tips. Pidgeotto's beak and legs are pink. Two of its toes point forward, while one points backward. Additionally, it has powerful, sharp talons that it uses to grasp prey. Pidgeotto is a powerful flier capable of carrying prey several miles to its nest. It has amazing vision, which helps it locate preferred prey Pokémon such as Exeggcute and Magikarp . The Pokémon the Series episode Ash Catches a Pokémon depicts it preying on Caterpie . Pidgeotto claims a sprawling territory of more than 60 miles (100 kilometers), which it defends fiercely. Its nest is usually in the center of its territory and it circles its territory throughout the day, looking out for food and intruders. It is most often found in temperate forests . In Generation III , Feather Dance was its signature move , but other Pokémon could still inherit it via breeding .",Pidgeotto evolves from Pidgey and evolves into Pidgeot .
107,Hitmonchan,1,50,105,79,35,110,76,"Hitmonchan is a tan, humanoid Pokémon that is exclusively male and has no female counterpart. There are five blunt protrusions on top of its head, and it has structures resembling pads over its shoulders. It appears to be wearing a light purple tunic and kilt, as well as red boxing gloves and light purple boxing shoes. The gloves are actually masses of muscle. In between the tunic and kilt is a small, black area. As its appearance suggests, Hitmonchan specializes in punching. It can throw punches that are too quick to be seen with the naked eye. These punches are said to be as fast as a bullet train. It starts attacking foes with combo punches from both sides before finishing with a single straight punch. A single straight punch by Hitmonchan can launch foes over 300 mph. By punching with a corkscrew motion, it is even capable of drilling through concrete. Even a light graze from its punches will result in a burn. However, Hitmonchan requires a break every three minutes while fighting. Despite the need for frequent breaks, it has an unwavering spirit and will never give up in a difficult situation. Usually found in urban areas , it is rarely seen in the wild. It often competes with Hitmonlee and Hitmontop . In Generation II , Mach Punch was its signature move , but Tyrogue could still inherit it via breeding . Prior to Generation V , Iron Fist was Hitmonchan's signature Ability .",Hitmonchan evolves from Tyrogue .
9,Blastoise,1,79,83,100,85,105,78,"Blastoise is a large, bipedal turtle Pokémon . Its body is blue and is mostly hidden by its tough, brown shell. This shell has a cream-colored underside and a white ridge encircling its arms and separating the upper and lower halves. Two powerful water cannons/jet nozzles reside at the top of its shell over its shoulders. These cannons can be extended or withdrawn. Blastoise's head has triangular ears that are black on the inside, small brown eyes, and a cream-colored lower jaw. Its arms are thick, and it has three claws on each hand. Its feet have three claws on the front and one on the back. Poking out of the bottom of its shell is a stubby tail. The powerful cannons on this Pokémon's back can produce water blasts that can pierce steel and concrete and be used for high-speed charges and propelling itself in the air. The speed of Blastoise's charges is similar to the force of a rocket. Blastoise makes itself heavy to withstand these powerful blasts and crush its opponents. It is shown in the Pokémon the Series episode Beach Blank-Out Blastoise that Blastoise can take the role of a leader in large groups of Squirtle and Wartortle . Its preferred habitat seems to be freshwater ponds and lakes . Blastoise is capable of flying by propelling itself with water from the back openings of its shell. As shown in Pokémon Sleep , Blastoise is known to sleep soundly while protected by its tough shell. It has also been seen sleeping with its belly exposed on very rare occasions, meaning that it is feeling completely secure in its surroundings and has quickly fallen asleep. In Generation II , Blastoise and its pre- evolved forms were the only known Pokémon capable of learning the move Skull Bash naturally, but other Pokémon could still inherit it via breeding .",Blastoise evolves from Wartortle and is the final form of Squirtle .
110,Weezing,1,65,90,120,85,70,60,"Weezing is a purple Pokémon consisting of two spherical heads connected by a thin tube with another sphere in the center. The heads have different sizes and features. The left head is larger and has prominent eyebrows, pointed teeth protruding from its lower jaw, and two flat teeth in its upper jaw. The smaller, right head simply has two pointed teeth, one at each corner of its mouth. The larger head has a cream-colored skull-and-crossbones marking below its face, while the smaller head has a ring marking instead. It is covered with many geyser-like protrusions, which usually expel mustard-colored gases. Weezing is said to form when poisonous gases pool and two Koffing fuse over many years. Very rarely, two Koffing can become a Weezing in a short time span because of a sudden mutation. Triplet Weezing have been discovered, although they are extremely rare. Each of Weezing's heads contains a different toxin. It mixes its gases by inflating one head and deflating the other. When its gases mix, Weezing becomes more toxic and putrid. Weezing can hover in midair, presumably due to gases lighter than air, as is the case for Koffing. Despite their stench and poison, Weezing's gases can be used to make top-grade perfume by diluting them to the highest level. Weezing lives in urban areas . It seeks a dirty, unkempt house and nests there. At night, when the people in the house are asleep, it will go through the trash. Weezing feeds on the dust, microorganisms, and especially gases emitted by garbage and toxic waste. Weezing's body expands and smells worse upon inhaling poisonous gases. The Kantonian Weezing used to be common in Galar and created more potent toxins than their Galarian relatives.",Weezing evolves from Koffing .
42,Golbat,1,75,80,70,65,75,90,"Golbat is a large, blue, chiropteran Pokémon with purple wing membranes. It has small eyes with slit-like pupils, along with tiny triangular ears with purple insides, and a massive mouth with two fangs in each jaw. The fangs are smaller on a female Golbat. While its mouth seems to be otherwise empty, Golbat occasionally displays a long, purple tongue. It has short legs with long, tiny feet. Despite this, Golbat can walk skillfully on the ground. Golbat's fangs have hollow tubes (similar to straws) specialized for sucking blood. The sharp fangs of Golbat are capable of piercing even the hardest of hides. While they are strong enough to pierce thick hide, they are also unexpectedly fragile. There are some Golbat that have missing fangs as a result of their hunger-fueled attempt to try drinking blood from Steel-type Pokémon. Golbat feeds on the blood of both Pokémon and humans and is capable of drinking over 10 ounces (300 milliliters) of blood in one sitting. It is gluttonous, and drinks so much blood that its blood type will change to that of its victim following a feed. It occasionally gorges itself to the extent that it becomes too heavy to fly, leaving itself vulnerable in turn. However, it is also willing to share gathered blood with other members of its kind that are hungry. One particular Golbat could utilize Supersonic to produce a magic mirror in its mouth for scrying to see things from a distance, even if walls or land are in the way. Golbat is nocturnal and can be found quite easily in caves .",Golbat evolves from Zubat and evolves into Crobat .
117,Seadra,1,55,65,95,95,45,85,"Seadra is a light blue, piscine Pokémon that is similar to a seahorse with a cream-colored belly covered in rough scales. It has a long, tubular mouth, narrow, black eyes, a fin-like ridge above each eye, and spiny pectoral fins . It also has a large, coiled tail. It has a pair of dorsal fins with sharp, cream-colored tips that exude venom. Seadra's venom is toxic enough to induce numbness and even fainting in humans, but it is still prized among practitioners of traditional medicine. Seadra can swim in any direction while facing forward by rapidly flapping its fins and tail. It catches its prey by spinning its body to create large whirlpools. When its prey is exhausted, Seadra swallows it whole using its long snout. Seadra makes its nest by either wriggling between or anchoring itself to branches of coral under the ocean . After a female Seadra gives birth, the male Seadra will take care of the young. It is markedly vicious and will mercilessly attack those who venture near its nest. During this time, the male's venom also becomes thicker and stronger than usual.",Seadra evolves from Horsea and evolves into Kingdra .
111,Rhyhorn,1,80,85,95,30,30,25,"Rhyhorn is a rhinoceros -like Pokémon with a body covered in gray, rocky plates. Its underside and rear are smooth, and it has four short legs with two claws on each foot. It has a triangular head with narrow, red eyes, two fangs protruding from its upper jaw, small, triangular openings on the upper sides, and a short horn on the tip of its snout. A female will have a shorter horn than a male. A spiked ridge runs along its back. In addition to its rocky hide, its bones are a thousand times harder than human bones. Rhyhorn's brain is very small, giving it a one-track mind. When it runs, it forgets why it started and continues until it falls asleep. However, it may recall the reason for demolishing something. Due to its short legs, it is inept at turning and can only run in straight lines. It does not care if obstacles get in the way, merely smashing through them or sending them flying, although it may feel pain the day after a collision. This personality is how Rhyorn expands its territory. Rhyhorn is powerful enough to shatter skyscrapers or mountains instantly after charging forward with head tackles. Rhyhorn lives in rough terrain . A Rhyhorn's territory expands to six miles.","Rhyhorn evolves into Rhydon , which evolves into Rhyperior ."
146,Moltres,1,90,100,90,125,85,90,"Moltres is a large, avian Pokémon with a light yellow plumage. It has a long, flowing head crest and a billowing tail, both made of reddish flames. Additionally, its wings are also shrouded in fiery plumage. It has a long, thin neck, a pointed, brown beak, and small, triangular eyes. Its thin, brown legs have anisodactyl feet, with three forward-facing digits and one facing backward. Moltres sheds embers with every flap of its wings, creating a brilliant flash of flames: This display is said to have inspired the legend of the phoenix in An Illustrated Book of POCKET MONSTERS . In The Power of One , its fire is said to have combined with Articuno 's ice to create the ocean's cradle, and it has some connection to the weather of the Orange Islands . By dipping itself into the magma of an active volcano, this Pokémon can heal itself. Rarely seen , It migrates from the south with the coming of spring, and is said to bring an early springtime to cold lands. There have been stories of Moltres using its wings to assist those lost in the mountains. As seen in Pokémon Horizons , like other Legendary Pokémon , Moltres can be found in the Pokémon paradise Laqua . Moltres loves Moltres Treats made by Snacksworth , who once encountered it in the past. Shadow Moltres is the only known Pokémon capable of learning the move Shadow Fire . Also, in Generation II , Sky Attack was its signature move, but other Pokémon could still inherit it via breeding .",
55,Golduck,1,80,82,78,95,80,85,"Golduck is a blue, bipedal, duck , or platypus -like Pokémon . It has red eyes, a cream-colored bill, a red gem in the center of its forehead, and four horns on the back of its head. Its hands and feet all have three clawed digits with cream-colored webbing in between. Its body is specially adapted to have a hydrodynamic shape, and it has a long tail that it uses as a rudder to steer. Golduck is sometimes mistaken for the Japanese monster, and the physical inspiration for Golduck, the Kappa due to its general humanoid shape, bill, and webbed hands and feet. Golduck is a fast swimmer, capable of out-swimming even the most athletic of humans because of its webbed appendages. Even rough seas do not hamper this Pokémon's swimming abilities, and it will sometimes rescue people from shipwrecks. The TCG depicts Golduck with the ability to shoot massive jets of water form both of its hands simultaneously, using them to propel itself underwater. The gem on its forehead glows when it uses its psychic powers, and occasionally when it swims at full speed. In the past, this Pokémon was overhunted due to the belief that the gem granted people supernatural powers. As seen in Pokémon Adventures , Golduck has the ability to give knowledge to its Trainer and fellow Pokémon through telepathy. Golduck can typically be seen swimming in lakes , where it hunts fish. The prey is disabled, captured, and then brought to shore for consumption. Old tales claim Golduck punishes those who defile their rivers by dragging them in and taking them away. As mentioned in Pokémon Sleep , Golduck is known to paddle its webbed limbs while sleeping.It is believed Golduck is dreaming about swimming. Prior to Generation V , Golduck and its pre-evolved form, Psyduck , were the only known Pokémon that could have Cloud Nine as an Ability .",Golduck evolves from Psyduck .
141,Kabutops,1,60,115,105,65,70,80,"Kabutops is a bipedal prehistoric arthropod Pokémon with a skeletal, well-armored build. It has a flat, half-circular head with a point on each side and two small eyes on the front. It is mostly brown, except for its light gray chest and abdomen. There is a ridge down its back with three flat spines on either side and it has a flat, pointed tail. Instead of hands, its forearms have large, sharp, gray scythes. Its thin legs are brown lead to small feet with two large gray claws. Before it went extinct, Kabutops was in the process of evolving into a land dweller as evident by changes in its gills and legs. This change is thought to be due to its prey moving onto land as well. In its ocean home , Kabutops could tuck up its limbs to help it swim extremely fast, up to roughly 29 knots. It used its sharp scythes to slice enemies and drink their internal fluids. Any leftovers left behind by Kabutops are consumed by other Pokémon. It is unknown what led to Kabutops's extinction.",Kabutops evolves from Kabuto .
142,Aerodactyl,1,80,105,65,60,75,130,"Aerodactyl is a reptilian , bipedal prehistoric Pokémon that resembles a pterosaur with several draconic features. It has small sharply pointed ears, narrow dark green eyes, a ridged snout, a gaping mouth, and a strong lower jaw full of serrated fangs. Its body is covered in light blue-gray skin and it has large, violet membranous wings. The clawed hands at the end of each wing allow it to grasp objects. There is a hump-like ridge with a spike on its back, and it has a strong tail with an arrow-shaped tip. Its talon-like feet have two toes in front and one in the back, and are capable of scooping up and tightly clutching its prey in flight. Aerodactyl's serrated saw-like fangs and ferocious attitude were very imposing in its time. Its fangs can rip out throats and tear through the skin of any Pokémon to pieces, even Steel-type Pokémon. By spreading its wings, Aerodactyl is believed to have flown by gliding through the skies, freely letting out its high-pitched cries. However, it is slow to walk on land. It liked to nest in the mountains , where it enjoyed both safety and seclusion. Aerodactyl lived in prehistoric times, and was theorized to have gone extinct because of a giant meteor impact. It was restored in modern times using genetic material extracted from amber; some casualties occurred during these attempts. Even still, this restoration is not considered perfect.",
93,Haunter,1,45,50,45,115,55,95,"Haunter is a purple Pokémon with a gaseous body. It has a round head flanked by three large, spiked protrusions on either side. It has triangular eyes with small pupils and a mouth with a long, pink tongue. The gases composing its head curve into its mouth to form several pointed teeth. Disembodied hands with three clawed fingers each float in front of its body. Its body tapers into a jagged tail. Haunter's gaseous form makes it one of the lightest Pokémon in existence. Haunter hides in very dark places, such as caves , and is afraid of light. If a human or a Pokémon comes near Haunter, it will stalk the victim while floating and beckon it to come closer. Once approached it will then lick the victim with its gaseous tongue, inflicting convulsions in the victim that last until death. It can also float through walls. It has been shown in Pokémon the Series that it can control its hands from far away and can control any Pokémon that it touches with its hands. Haunter have also been depicted as being able to create illusions,pull out spirits from an individual’s body,and even remove its own eyes from its face. Despite its predatory nature, it is known to entertain and prank people, such as in the episode The Tower of Terror . Additionally, in A Shipful of Shivers , it is even shown to feel intense loyalty to a deceased Trainer. As mentioned in Pokémon Sleep , Haunter is known to sleep while floating.A sleeping Haunter will steal the life-force of anyone who comes near using its gaseous tongue. In Generation I , Night Shade was its signature move .",Haunter evolves from Gastly and evolves into Gengar .
66,Machop,1,70,80,50,35,35,35,"Machop is a humanoid , bipedal Pokémon that has blue-gray skin. It has three brown ridges on top of its head, large red eyes, and a relatively flat face. On either side of its chest are three, thin, rib-like stripes. Its feet appear to have no toes, while its hands have five fingers. Machop also has a short, stubby tail. Machop's entire body is covered with muscles that will never tire or cramp. With these muscles, it can lift many times its own body weight; it is even capable of hurling up to 100 adults. It spends its time and energy working out and practicing all different forms of martial arts, striving to improve its abilities. One of its daily training routines involves lifting boulders and Graveler repeatedly as if they were barbells. It becomes more dedicated the more its muscles grow. Once it feels confident, it challenges Makuhita to a battle. Machop lives in the mountains , and its diet includes highly nutritious food that allows it to efficiently build up its muscles. In Generation II , Vital Throw was its signature move .","Machop evolves into Machoke , which evolves into Machamp ."
109,Koffing,1,40,65,95,60,45,35,"Koffing is a spherical Pokémon filled with toxic gases. It has vacant eyes and a wide mouth that usually has two pointed teeth in the upper jaw. However, a full set of teeth is shown in the Pokémon the Series: Black & White episode Rocking the Virbank Gym! Part 1 . Below its face is a cream-colored skull-and-crossbones marking. Several geyser-like protrusions, which usually release a mustard-colored gas, cover this Pokémon's body. Koffing's purple skin is very thin, and over-inflation can cause it to explode. The Bandai Pokémon Carddass Cards depicts Koffing as having a hollow body. Koffing creates gases within its body by mixing toxins with garbage, and produces more gas in higher temperatures. These gases are malodorous and cause sniffles, coughs, and teary eyes to those around them. The gases are also lighter than air, allowing Koffing to hover. When agitated, it creates a more toxic gas and expels it through the holes in its body. As shown in the Pokémon the Series episode Pokémon Emergency! , Koffing's gas can be ignited by fire or electricity. It feeds on the fumes of raw, rotting trash found in gas dumps and polluted air. Koffing at one point was plentiful in Galar due to factories. Koffing is most often found in urban areas . Koffing and its Evolution, Weezing , are the only known Pokémon that can have Neutralizing Gas as an Ability .",Koffing evolves into Weezing .
18,Pidgeot,1,83,80,75,70,70,91,"Pidgeot is an avian Pokémon with large wings, sharp talons, and a short, hooked beak. Its glossy plumage is mostly brown with cream-colored underparts and flight feathers. Its head has a decorated crest nearly as long as its body. The center feathers of its crest are yellow, while the outer feathers are red. The fan-like feathers of its tail are red or brown. Its beak and legs are pink, with three forward-facing toes and one backward-facing toe on each foot. Behind each eye is an angular black marking. Pidgeot's powerful wings can stir up windstorms in just a few flaps, and it may spread its wings to intimidate enemies. It is capable of flying faster than the speed of sound. Pidgeot's plumage is often described as beautiful, making it a popular choice for skilled Trainers . It typically dwells in temperate forests with thick growth and large trees. It is known to prey on Magikarp , which it can spot from great heights. In Generation III , Feather Dance was Pidgeot's signature move , but other Pokémon could still inherit it via breeding .",Pidgeot evolves from Pidgeotto and is the final form of Pidgey .
40,Wigglytuff,1,140,70,45,75,50,45,"Wigglytuff is a balloon -like Pokémon with leporine features, a bean-shaped body and stubby arms and legs. A fluffy, curled tuft of fur on its head is described as perfectly heavenly. It has long, rabbit-like ears with black insides and a slightly lighter color at the tips. Its large, blue eyes are covered in tears that quickly wash away debris. It is covered in pink fur with a white belly. This fine layer of fur is so soft that those who touch it, including other Wigglytuff, will not want to stop. As a result, Wigglytuff is a highly sought-after Pokémon because of its bouncy body and fur. It sheds seasonally, and people gather the fur to spin into yarn. It is proud of its fine and delicate fur. Its body is soft and rubbery, allowing it to inflate by inhaling. Wigglytuff can inflate itself up to 20 times larger, though it has no limits to how far it can inflate. While it is inflated, it can move by bouncing or floating. It competes with other Wigglytuff to see which can inflate itself the most. Should it be caught in a bad mood, Wigglytuff will inflate itself to an enormous size to scare away its opponent. Due to evolving via Evolution stone , Wigglytuff is rarely found in the wild. However, they can be found in vivid green plains and grassy fields . As mentioned in Pokémon Sleep , Wigglytuff is known to stroke its belly while sleeping, possibly to feel its soft fur.",Wigglytuff evolves from Jigglypuff and is the final form of Igglybuff .
137,Porygon,1,65,60,70,85,75,40,"Porygon is an artificial Pokémon made completely out of programming code. It has a pink, polyhedral head that ends in a blue beak and has hexagonal eyes, and it has a pink polyhedral body with a blue front, blue triangular prism feet, and a blue rectangular prism tail. In 3D games, such as Pokémon Stadium , it can open its beak and can detach its limbs and head from its torso. According to its Pokédex entries , it has copy protection built into its code, preventing duplication through electronic means. It was created in 1995 by Silph Co. ,but documents at Silph Co. claim it was created at the Pokémon Lab on Cinnabar Island using the state-of-the-art technology of its time. Because it was created decades ago, many of its parts have since become obsolete. Porygon's programming includes only the most fundamental actions. It was the first artificial Pokémon to have ever been created through computer programming. In ancient Hisui , people were confused about Porygon and its Evolutions due to them arriving through space-time distortions and being the product of far more advanced technology than what was available at the time. Due to its man-made origins, Porygon does not need to breathe or eat, though it can still accept food if given. It has the ability to convert its body into digital data, allowing it to travel through cyberspace. Recently, it has become more helpful inside cyberspace by searching for any suspicious data that exists. Some believed Porygon has the power to potentially travel in space despite the species not displaying that ability yet. Because it is man-made, it is generally found in computers or in labs and other buildings where people work. Prior to Generation IX , Porygon and its evolved forms were the only known Pokémon capable of learning the moves Conversion and Conversion 2 . Prior to Generation V , Sharpen was also one of its signature moves. Additionally, prior to Generation V and in Generation IX, Porygon and its evolved forms are the only known Pokémon that can have Download as an Ability . It can use Conversion to change its appearance to mimic another Pokémon's and has also demonstrated the ability to change color for camouflage.","Porygon evolves into Porygon2 , which evolves into Porygon-Z ."
37,Vulpix,1,38,41,40,50,65,65,"Vulpix is a small, quadrupedal, canine Pokémon . It has a red-brown pelt with a cream-colored underbelly. It has brown eyes, large, pointed ears with dark brown insides, and a triangular dark brown nose. Its paws are slightly darker than the rest of its pelt and have light brown paw pads. On top of its head are three curled locks of orange fur with bangs, and it has orange tails with curled tips. It is most commonly seen with six tails. However, Vulpix is born with only a white tail that splits as Vulpix grows . The tails grow hot as Vulpix approaches Evolution. Vulpix can manipulate fire to such precision as to create floating wisps of flame. These wisps are sometimes mistaken for ghosts by humans, but Vulpix uses them to assist in catching prey. Inside its body is a flame that never goes out. When the temperature outside increases, it will expel flames from its mouth to prevent its body from overheating. Vulpix performs this even when sleeping, as mentioned in the Sleep Style Dex .Vulpix is known to feign injury to escape from opponents too powerful for it to defeat. Vulpix is most commonly found in grassy plains .",Vulpix evolves into Ninetales .
51,Dugtrio,1,35,80,50,50,70,120,"Dugtrio is a set of Diglett triplets sharing a single body, although no one knows what its body looks like since it's perpetually buried underground. Each head is incredibly tough with a smooth surface, and has brown skin, black eyes, and a large, round, pink nose. Dugtrio's three heads think the same thoughts and act cooperatively, though on rare occasions may fight over which head gets to eat first. In order to make burrowing easier, each head will bob up and down to loosen the soil. Dugtrio can tunnel under the earth at 60 mph (100 km/h) to a depth of 60 miles (100 kilometers), triggering tremors and earthquakes. It is capable of burrowing endlessly. Dugtrio lives in tunnels and caves under the earth. Dugtrio is considered important for agriculture as its digging aerates the soil and makes it suitable for farming. As shown in the Pikachu short Pikachu's Rescue Adventure , Dugtrio sometimes lives in hollow trees in forests. It maintains the soil and plants trees to revitalize wooded areas. As mentioned in Pokémon Sleep , the three triplets of Dugtrio is known to sleep together, never separating from each other. The trio's teamwork remains strong even when sleeping. In Generation II , Dugtrio and its pre-evolved form, Diglett , were the only known Pokémon capable of learning the move Fissure .",Dugtrio evolves from Diglett .
132,Ditto,1,48,48,48,48,48,48,"In its natural state, Ditto is a light-purple or pink blob-like Pokémon with vestigial facial features. It is often referred to as amorphous, but has a relatively consistent appearance in official artwork, including two small nubs on its ""head"", a few soft lumps at its base, and two pseudopod -like protrusions in place of arms. The face consists of beady eyes and a simple mouth; almost always pulled into a smile. Ditto bears a variety of unusual and often entirely unique traits that set it apart from every other Pokémon. It is capable of transforming into an exact replica of any physical object or living creature, including its form and properties. Each Ditto has its own strengths and weaknesses when it comes to transforming; being unable to remain transformed while laughing and getting details of its transformation wrong if based on memory being apparently universal. The Bandai Pokémon Carddass Cards depict Ditto being able to transform separate sections of its body into parts from multiple Pokémon at once. Similarly, in Pokémon Pokopia , Ditto can transform parts of its body even while transformed as a human , such as transforming its arms into Bulbasaur 's vines to use Leafage . In the Pokémon the Series episodes Ditto's Mysterious Mansion and Deceiving Appearances! , as well as in the TCG and some spin-off games , it is shown that occasionally Ditto cannot change its face during transformation; this trait has become synonymous with the species, despite being incongruous with their depiction in the core series games. While its transformation ability allows it to get along with almost anything, it does not get along with its own kind, which it will quickly (and generally fruitlessly) attempt to transform into. While Ditto can transform into a human , it cannot mimic human speech. It transforms into a rock when sleeping to avoid being attacked. As mentioned in Pokémon Sleep , Ditto is known to sleep while still transformed into either a rock or Pokémon, the latter is noted to be a very rare occasion.In The Indigo Disk , various Ditto Blockscan be found as objectives in Blueberry Quests throughout the Terarium , where Ditto will seemingly transform into one of the many cubes with rounded edges that make up many of the structures of the Terarium. Despite being milestones for the player to obtain, and not actually obtainable themselves, they can still be Shiny .",
20,Raticate,1,55,81,60,50,70,97,"Raticate is a large, rodent -like Pokémon . Although it is often depicted on its hind legs, it is a quadruped. It is primarily tawny-colored with a cream underside. It has narrow black eyes, ears with ragged edges and dark insides, and large incisors that grow constantly. There are three whiskers on each side of its face, . It has short arms with three-fingered hands and webbed feet with three toes. Its tail is long and scaly. Females have shorter whiskers . Raticate uses its whiskers to maintain balance, so it slows down if they're cut off. It does not like having its whiskers touched, so it will bite people who do regardless of how friendly they are, and may even bite off someone's hand if provoked enough. Its feet's webbing act as flippers, allowing it to swim in rivers and even oceans to hunt for food . If attacked, Raticate stands up on its hind legs, bares its fangs, and shrieks to intimidate its enemy. Like Rattata , its teeth are strong enough to gnaw through steel and constantly grow, so it often needs to gnaw on something, like rocks and logs, to pare them down. It may even chew on the walls of houses, and is capable of chewing through cinderblocks and toppling concrete buildings. It typically lives in plains and savannas . As shown in Pokémon Sleep , Raticate is known to sleep with a log in its teeth, gnawing at it in the process. Even asleep, it grinds its teeth to trim them, but it may end up sometimes gnawing on trees if this isn't sufficient. Prior to Generation IV , Raticate and Rattata were the only known Pokémon capable of learning the moves Hyper Fang and Super Fang .",Raticate evolves from Rattata .
74,Geodude,1,40,80,100,30,30,20,"Geodude is a brownish-gray boulder -like Pokémon . It has bulging, rocky eyebrows, trapezoidal eyes with brown pupils, and a wide mouth. Its arms are muscular with five-fingered hands. Geodude uses its arms to climb steadily up steep mountain paths. As a result of their physical appearance, Rhyperior sometimes mistakes this Pokémon for an actual boulder and fires it through its hands. Geodude is proud of its sturdy body and will bash against others of its kind in a contest of sorts to prove whose body is harder. It will even go as far as to compare itself with other species, such as Roggenrola and Carbink . The longer it lives, the more chipped and worn its body becomes. Geodude's roundness makes it easy to pick up, with some people even using it as a substitute for snowballs in snowball fights. However, its toughness and heaviness makes this dangerous for others. Long-lived Geodude are completely smooth and round and have a calm demeanor. However, its heart remains rugged and tough, no matter what. Geodude can be most often found on mountain trails and fields , with a scholar counting about 100 of them on just one route. It will sit still in these areas, which is why it is often mistaken for a rock. It is often stepped on and will sometimes swing its arms in anger when this occurs. When Geodude sleeps deeply, it buries itself halfway into the ground. Once buried, it will not awaken even if someone steps on it. In the morning, Geodude rolls downhill in search of food.","Geodude evolves into Graveler , which evolves into Golem ."
